Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,age,total_children,total_spending,total_purchases,meat_share,fruit_share,fish_share,sweet_share,gold_share,deals_share,web_share,catalog_share,store_share,Customer_Days
Graduation,Together,54450.0,0,12,8,0,59,2,684,31,0.25,0.0,0.011695906432748537,0.027777777777777776,0.04678362573099415,0.3870967741935484,0.2903225806451613,0.06451612903225806,0.25806451612903225,653
Graduation,Married,59594.0,74,1,7,0,50,1,499,17,0.05811623246492986,0.008016032064128256,0.0,0.0,0.018036072144288578,0.058823529411764705,0.47058823529411764,0.058823529411764705,0.4117647058823529,617
Graduation,Together,80685.0,55,1,2,0,21,0,1004,21,0.601593625498008,0.044820717131474105,0.03386454183266932,0.025896414342629483,0.053784860557768925,0.047619047619047616,0.2857142857142857,0.19047619047619047,0.47619047619047616,676
PhD,Married,40344.0,48,2,7,0,41,1,218,12,0.027522935779816515,0.0,0.0,0.0,0.009174311926605505,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.4166666666666667,259
Graduation,Married,62710.0,53,4,4,0,43,1,606,22,0.13696369636963696,0.057755775577557754,0.01155115511551155,0.04785478547854786,0.018151815181518153,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.5454545454545454,402
2n Cycle,Married,48985.0,13,1,3,0,47,1,75,6,0.24,0.17333333333333334,0.13333333333333333,0.09333333333333334,0.10666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,359
Graduation,Together,35322.0,34,3,8,0,47,3,106,9,0.3490566037735849,0.08490566037735849,0.11320754716981132,0.0660377358490566,0.12264150943396226,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,676
Graduation,Married,77142.0,54,1,2,0,67,0,990,17,0.16363636363636364,0.07575757575757576,0.029292929292929294,0.15252525252525254,0.09797979797979799,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.47058823529411764,396
Graduation,Single,81657.0,69,1,1,0,46,0,1097,16,0.38742023701002737,0.03646308113035551,0.1440291704649043,0.054694621695533276,0.04557885141294439,0.0625,0.1875,0.25,0.5,158
Basic,Married,14421.0,81,1,5,0,19,0,16,4,0.125,0.0,0.1875,0.1875,0.5,0.25,0.25,0.0,0.5,132
2n Cycle,Married,20130.0,99,1,8,0,41,0,34,5,0.08823529411764706,0.17647058823529413,0.20588235294117646,0.17647058823529413,0.35294117647058826,0.2,0.2,0.0,0.6,104
PhD,Married,74214.0,3,1,5,0,25,0,1711,16,0.3196960841613092,0.04850964348334307,0.05026300409117475,0.05786090005844535,0.01928696668614845,0.0625,0.5,0.125,0.3125,672
Master,Married,66726.0,61,3,7,0,58,2,438,17,0.07990867579908675,0.01598173515981735,0.0,0.0,0.10730593607305935,0.17647058823529413,0.47058823529411764,0.11764705882352941,0.23529411764705882,168
Basic,Together,23724.0,65,2,8,0,36,1,75,7,0.2,0.30666666666666664,0.0,0.24,0.18666666666666668,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,537
Master,Married,47353.0,93,3,5,0,55,1,225,13,0.08444444444444445,0.008888888888888889,0.035555555555555556,0.035555555555555556,0.017777777777777778,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.46153846153846156,228
Master,Married,33444.0,24,1,8,0,63,2,18,4,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.25,0.25,0.0,0.5,603
Graduation,Married,54386.0,8,2,3,0,34,1,470,17,0.13617021276595745,0.04468085106382979,0.13191489361702127,0.04468085106382979,0.05319148936170213,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.5882352941176471,408
Graduation,Divorced,28510.0,72,3,5,0,34,2,91,9,0.2087912087912088,0.054945054945054944,0.0,0.04395604395604396,0.2087912087912088,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,442
Master,Single,90638.0,29,1,1,0,24,0,2525,18,0.36237623762376237,0.047524752475247525,0.037227722772277226,0.05702970297029703,0.03801980198019802,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.5555555555555556,136
Graduation,Together,48070.0,33,3,7,1,65,1,504,19,0.16468253968253968,0.027777777777777776,0.011904761904761904,0.017857142857142856,0.037698412698412696,0.15789473684210525,0.42105263157894735,0.10526315789473684,0.3157894736842105,532
Graduation,Married,43140.0,68,1,6,0,58,1,235,11,0.32340425531914896,0.03404255319148936,0.02553191489361702,0.0,0.04680851063829787,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.45454545454545453,540
PhD,Divorced,54959.0,55,3,7,0,54,1,1232,21,0.048701298701298704,0.0,0.0,0.0,0.01948051948051948,0.14285714285714285,0.42857142857142855,0.23809523809523808,0.19047619047619047,526
Basic,Single,15056.0,76,5,5,0,57,2,88,12,0.03409090909090909,0.13636363636363635,0.23863636363636365,0.06818181818181818,0.45454545454545453,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.25,422
Graduation,Single,26954.0,17,1,7,0,44,1,17,4,0.6470588235294118,0.058823529411764705,0.0,0.0,0.058823529411764705,0.25,0.25,0.0,0.5,52
Graduation,Single,22327.0,94,1,5,0,30,1,24,5,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.20833333333333334,0.2,0.2,0.0,0.6,331
Graduation,Married,44393.0,86,2,4,0,50,2,60,7,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,311
PhD,Single,62000.0,25,1,4,0,63,1,1020,26,0.09901960784313725,0.0,0.0,0.0,0.0196078431372549,0.038461538461538464,0.23076923076923078,0.23076923076923078,0.5,308
PhD,Together,31497.0,22,2,8,0,53,1,155,10,0.18064516129032257,0.0064516129032258064,0.08387096774193549,0.0064516129032258064,0.025806451612903226,0.2,0.3,0.1,0.4,570
2n Cycle,Married,45894.0,15,1,5,0,41,2,51,5,0.13725490196078433,0.0392156862745098,0.0,0.0392156862745098,0.2549019607843137,0.2,0.2,0.0,0.6,122
Master,Divorced,78579.0,35,1,3,0,45,0,1812,16,0.3029801324503311,0.03642384105960265,0.11920529801324503,0.03642384105960265,0.054635761589403975,0.0625,0.3125,0.375,0.25,554
Master,Widow,67369.0,81,4,4,0,46,1,1461,25,0.04791238877481177,0.0,0.025325119780971937,0.009582477754962354,0.028747433264887063,0.16,0.28,0.16,0.4,589
Graduation,Divorced,58401.0,55,1,4,0,55,1,96,6,0.11458333333333333,0.0,0.17708333333333334,0.3020833333333333,0.3020833333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,70
Graduation,Single,62307.0,94,1,5,0,63,1,160,9,0.2125,0.08125,0.0625,0.0375,0.0625,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,132
Master,Married,43641.0,50,3,6,0,46,2,139,10,0.3669064748201439,0.014388489208633094,0.02877697841726619,0.014388489208633094,0.16546762589928057,0.3,0.2,0.1,0.4,433
Master,Divorced,63841.0,64,1,6,0,47,1,908,22,0.11013215859030837,0.016519823788546256,0.022026431718061675,0.007709251101321586,0.14427312775330398,0.045454545454545456,0.4090909090909091,0.13636363636363635,0.4090909090909091,434
2n Cycle,Married,46891.0,91,1,4,0,50,1,183,8,0.12568306010928962,0.06557377049180328,0.15846994535519127,0.08196721311475409,0.3333333333333333,0.125,0.25,0.125,0.5,301
Master,Married,70091.0,11,2,8,0,46,1,1161,19,0.11800172265288544,0.029285099052540915,0.012919896640826873,0.0,0.009474590869939707,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.5263157894736842,455
PhD,Married,78075.0,72,1,1,0,43,0,988,14,0.26214574898785425,0.008097165991902834,0.03441295546558704,0.0354251012145749,0.08097165991902834,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.35714285714285715,85
2n Cycle,Widow,59184.0,6,3,5,0,54,1,1072,27,0.10541044776119403,0.13246268656716417,0.2416044776119403,0.14085820895522388,0.061567164179104475,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4444444444444444,658
Graduation,Married,54809.0,0,4,4,0,38,2,174,12,0.3275862068965517,0.034482758620689655,0.07471264367816093,0.07471264367816093,0.12643678160919541,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.4166666666666667,291
Graduation,Married,58113.0,66,3,7,1,56,1,758,22,0.22295514511873352,0.13720316622691292,0.1345646437994723,0.10290237467018469,0.11081794195250659,0.13636363636363635,0.4090909090909091,0.09090909090909091,0.36363636363636365,520
Master,Married,51412.0,42,2,4,0,57,1,195,11,0.14871794871794872,0.015384615384615385,0.020512820512820513,0.02564102564102564,0.07179487179487179,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.36363636363636365,180
Graduation,Divorced,15287.0,60,2,7,0,36,1,31,6,0.25806451612903225,0.06451612903225806,0.12903225806451613,0.0967741935483871,0.41935483870967744,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,627
Master,Together,66636.0,64,1,1,0,58,0,1084,17,0.6356088560885609,0.00922509225092251,0.07749077490774908,0.00922509225092251,0.0,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.5294117647058824,316
Master,Married,50965.0,87,3,8,0,59,1,685,22,0.12408759124087591,0.01897810218978102,0.01167883211678832,0.008759124087591242,0.042335766423357665,0.13636363636363635,0.45454545454545453,0.18181818181818182,0.22727272727272727,494
PhD,Married,84618.0,96,1,2,0,50,0,1672,26,0.47906698564593303,0.05980861244019139,0.012559808612440191,0.039473684210526314,0.0,0.038461538461538464,0.23076923076923078,0.34615384615384615,0.38461538461538464,219
Graduation,Married,18351.0,1,1,7,0,25,0,43,6,0.20930232558139536,0.27906976744186046,0.0,0.32558139534883723,0.16279069767441862,0.16666666666666666,0.3333333333333333,0.0,0.5,243
PhD,Together,40451.0,54,1,5,0,58,2,49,5,0.08163265306122448,0.0,0.0,0.0,0.20408163265306123,0.2,0.2,0.2,0.4,133
Graduation,Together,36317.0,53,2,7,0,50,1,133,9,0.18796992481203006,0.022556390977443608,0.022556390977443608,0.015037593984962405,0.09774436090225563,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,403
Graduation,Together,42213.0,96,2,7,0,58,1,363,15,0.06611570247933884,0.008264462809917356,0.011019283746556474,0.008264462809917356,0.05509641873278237,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.4666666666666667,260
Graduation,Together,65748.0,58,2,1,1,60,1,545,18,0.1706422018348624,0.13394495412844037,0.1743119266055046,0.14311926605504588,0.062385321100917435,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,440
Graduation,Together,77044.0,12,2,4,0,43,1,1065,31,0.2272300469483568,0.03568075117370892,0.046948356807511735,0.03192488262910798,0.07136150234741784,0.06451612903225806,0.22580645161290322,0.3548387096774194,0.3548387096774194,245
Graduation,Together,74918.0,78,1,3,0,46,0,2047,21,0.44601856375183196,0.02882266731802638,0.012212994626282364,0.009281875915974597,0.02882266731802638,0.047619047619047616,0.23809523809523808,0.42857142857142855,0.2857142857142857,474
Graduation,Married,56721.0,64,5,6,0,43,2,296,15,0.13175675675675674,0.02027027027027027,0.02027027027027027,0.04391891891891892,0.2533783783783784,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333,606
Graduation,Single,42160.0,26,4,6,0,40,2,140,11,0.32142857142857145,0.06428571428571428,0.02142857142857143,0.10714285714285714,0.14285714285714285,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.36363636363636365,366
Graduation,Single,61559.0,8,1,3,0,50,1,530,17,0.1660377358490566,0.15660377358490565,0.06037735849056604,0.026415094339622643,0.06415094339622641,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.5882352941176471,347
PhD,Together,33629.0,49,5,9,0,52,2,152,13,0.10526315789473684,0.0,0.0,0.0,0.02631578947368421,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.3076923076923077,690
PhD,Together,68682.0,56,1,2,0,24,0,1598,24,0.3160200250312891,0.0,0.06195244055068836,0.01877346683354193,0.028160200250312892,0.041666666666666664,0.16666666666666666,0.375,0.4166666666666667,266
Graduation,Single,34377.0,55,2,7,0,52,1,114,8,0.19298245614035087,0.0,0.02631578947368421,0.008771929824561403,0.22807017543859648,0.25,0.25,0.25,0.25,526
Basic,Single,8940.0,25,3,8,0,29,1,101,10,0.0297029702970297,0.44554455445544555,0.039603960396039604,0.0594059405940594,0.4158415841584158,0.3,0.3,0.1,0.3,676
Graduation,Married,26228.0,50,1,8,0,42,1,25,4,0.16,0.24,0.12,0.04,0.36,0.25,0.25,0.0,0.5,280
2n Cycle,Divorced,77297.0,84,1,4,0,58,0,789,22,0.13814955640050697,0.07731305449936629,0.060836501901140684,0.15462610899873258,0.051964512040557666,0.045454545454545456,0.22727272727272727,0.3181818181818182,0.4090909090909091,519
Graduation,Married,40211.0,30,2,8,0,34,2,87,7,0.08045977011494253,0.011494252873563218,0.022988505747126436,0.011494252873563218,0.28735632183908044,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,334
PhD,Widow,33438.0,81,4,5,0,57,2,90,11,0.17777777777777778,0.011111111111111112,0.03333333333333333,0.022222222222222223,0.06666666666666667,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.36363636363636365,280
PhD,Married,75032.0,74,2,3,0,56,1,1215,20,0.14814814814814814,0.009876543209876543,0.03868312757201646,0.009876543209876543,0.009876543209876543,0.1,0.25,0.2,0.45,427
PhD,Single,61284.0,76,1,6,0,60,0,811,22,0.13070283600493218,0.018495684340320593,0.02466091245376079,0.008631319358816275,0.055487053020961775,0.045454545454545456,0.5,0.09090909090909091,0.36363636363636365,260
Graduation,Married,22518.0,36,2,5,0,29,1,61,7,0.19672131147540983,0.11475409836065574,0.03278688524590164,0.03278688524590164,0.4426229508196721,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,615
Master,Married,54730.0,64,5,4,0,40,1,405,18,0.04197530864197531,0.007407407407407408,0.009876543209876543,0.01728395061728395,0.1382716049382716,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.4444444444444444,318
Master,Married,38452.0,62,3,7,0,60,2,72,9,0.19444444444444445,0.0,0.0,0.0,0.027777777777777776,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,91
Graduation,Divorced,44421.0,53,5,8,0,44,2,189,14,0.31216931216931215,0.026455026455026454,0.037037037037037035,0.005291005291005291,0.037037037037037035,0.35714285714285715,0.35714285714285715,0.0,0.2857142857142857,499
PhD,Together,38197.0,86,1,5,0,29,1,40,5,0.275,0.0,0.05,0.025,0.075,0.2,0.2,0.0,0.6,365
Graduation,Divorced,41986.0,15,3,4,0,37,1,63,10,0.12698412698412698,0.07936507936507936,0.12698412698412698,0.047619047619047616,0.19047619047619047,0.3,0.3,0.0,0.4,140
Graduation,Together,28427.0,67,2,8,0,32,1,52,7,0.36538461538461536,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.11538461538461539,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,465
PhD,Together,37395.0,47,1,6,0,39,1,39,5,0.23076923076923078,0.0,0.0,0.02564102564102564,0.28205128205128205,0.2,0.2,0.0,0.6,58
Graduation,Married,64722.0,47,4,6,0,44,1,805,25,0.34782608695652173,0.0,0.07453416149068323,0.1826086956521739,0.018633540372670808,0.16,0.32,0.08,0.44,34
Master,Together,55249.0,81,1,3,0,59,1,130,8,0.14615384615384616,0.007692307692307693,0.015384615384615385,0.0,0.08461538461538462,0.125,0.25,0.125,0.5,73
Graduation,Together,84906.0,98,1,2,0,43,0,1631,24,0.25383200490496627,0.009196811771919068,0.06069895769466585,0.018393623543838136,0.04659717964438995,0.041666666666666664,0.20833333333333334,0.25,0.5,268
Graduation,Married,28691.0,56,1,8,0,26,1,34,5,0.38235294117647056,0.11764705882352941,0.23529411764705882,0.0,0.11764705882352941,0.2,0.2,0.0,0.6,360
Graduation,Single,44213.0,48,4,6,0,63,2,152,12,0.23026315789473684,0.07236842105263158,0.0,0.02631578947368421,0.046052631578947366,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.4166666666666667,212
Basic,Single,25707.0,18,1,7,0,31,1,21,5,0.09523809523809523,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2,0.2,0.0,0.6,162
PhD,Married,59062.0,74,2,4,0,48,3,71,7,0.16901408450704225,0.014084507042253521,0.04225352112676056,0.0,0.1267605633802817,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,269
Graduation,Single,76624.0,68,1,1,0,53,1,899,23,0.1635150166852058,0.11790878754171301,0.060066740823136816,0.12791991101223582,0.07341490545050056,0.043478260869565216,0.21739130434782608,0.43478260869565216,0.30434782608695654,36
Master,Together,66000.0,36,1,1,0,68,0,711,10,0.379746835443038,0.07172995780590717,0.1420534458509142,0.0,0.06329113924050633,0.1,0.1,0.3,0.5,70
PhD,Together,27683.0,90,4,8,0,37,1,351,16,0.34472934472934474,0.02564102564102564,0.03418803418803419,0.03418803418803419,0.1282051282051282,0.25,0.375,0.125,0.25,694
Graduation,Divorced,1730.0,65,15,20,0,44,0,8,15,0.375,0.125,0.125,0.125,0.125,1.0,0.0,0.0,0.0,42
Basic,Single,7500.0,63,4,9,0,23,1,119,11,0.15126050420168066,0.14285714285714285,0.06722689075630252,0.2184873949579832,0.33613445378151263,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.18181818181818182,573
Graduation,Together,40521.0,82,1,5,0,47,2,21,4,0.23809523809523808,0.0,0.0,0.0,0.19047619047619047,0.25,0.0,0.25,0.5,450
PhD,Together,20427.0,63,1,8,0,42,1,10,4,0.4,0.0,0.0,0.0,0.1,0.25,0.25,0.0,0.5,97
Graduation,Married,65106.0,55,3,6,0,40,1,973,27,0.1366906474820144,0.019527235354573486,0.012332990750256937,0.0,0.019527235354573486,0.1111111111111111,0.2962962962962963,0.1111111111111111,0.48148148148148145,36
PhD,Married,69969.0,64,1,3,0,50,0,1536,13,0.3346354166666667,0.018880208333333332,0.024739583333333332,0.018880208333333332,0.028645833333333332,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.46153846153846156,306
Graduation,Married,67433.0,51,4,4,0,63,2,992,28,0.2610887096774194,0.028225806451612902,0.012096774193548387,0.04838709677419355,0.03024193548387097,0.14285714285714285,0.21428571428571427,0.17857142857142858,0.4642857142857143,348
PhD,Married,77766.0,97,2,6,0,48,1,1529,34,0.17331589274035317,0.03858731196860693,0.07521255722694571,0.03858731196860693,0.01765860039241334,0.058823529411764705,0.3235294117647059,0.29411764705882354,0.3235294117647059,492
Graduation,Married,74716.0,92,2,4,0,43,1,860,17,0.48953488372093024,0.031395348837209305,0.015116279069767442,0.22674418604651161,0.08255813953488372,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.29411764705882354,290
Graduation,Divorced,68118.0,51,2,6,0,52,1,928,23,0.13254310344827586,0.02478448275862069,0.010775862068965518,0.02478448275862069,0.16594827586206898,0.08695652173913043,0.34782608695652173,0.391304347826087,0.17391304347826086,254
PhD,Married,55158.0,72,4,7,0,45,2,418,18,0.20813397129186603,0.0,0.009569377990430622,0.02631578947368421,0.05502392344497608,0.2222222222222222,0.3888888888888889,0.1111111111111111,0.2777777777777778,699
2n Cycle,Married,62972.0,39,2,6,0,60,1,587,16,0.08006814310051108,0.02555366269165247,0.034071550255536626,0.0,0.3270868824531516,0.125,0.4375,0.25,0.1875,695
Graduation,Married,74190.0,49,2,2,0,40,1,641,19,0.13416536661466458,0.12636505460218408,0.2620904836193448,0.1419656786271451,0.0998439937597504,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.5789473684210527,48
Graduation,Married,39356.0,21,1,6,0,39,2,23,4,0.08695652173913043,0.0,0.0,0.0,0.2608695652173913,0.25,0.25,0.0,0.5,102
Graduation,Together,76653.0,91,1,2,0,46,0,2279,23,0.41509433962264153,0.027643703378674857,0.09609477841158402,0.08293111013602457,0.055287406757349715,0.043478260869565216,0.17391304347826086,0.30434782608695654,0.4782608695652174,317
PhD,Divorced,35860.0,37,2,5,0,42,2,49,6,0.16326530612244897,0.0,0.08163265306122448,0.04081632653061224,0.40816326530612246,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,41
PhD,Divorced,90687.0,98,1,2,0,32,0,1779,17,0.3777403035413153,0.00955593029792018,0.012928611579539067,0.01911186059584036,0.02866779089376054,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.47058823529411764,403
Master,Together,73450.0,85,1,3,0,33,0,1804,27,0.23004434589800443,0.02827050997782705,0.04988913525498891,0.03824833702882483,0.020509977827051,0.037037037037037035,0.25925925925925924,0.2962962962962963,0.4074074074074074,206
Graduation,Married,31454.0,40,3,8,0,55,2,48,8,0.22916666666666666,0.0,0.0,0.0,0.1875,0.375,0.25,0.0,0.375,358
Graduation,Single,47139.0,2,2,7,0,63,2,83,7,0.14457831325301204,0.0,0.0,0.024096385542168676,0.27710843373493976,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,115
Graduation,Divorced,83829.0,78,0,1,0,40,0,1862,17,0.23093447905477982,0.08646616541353383,0.09989258861439312,0.08646616541353383,0.014500537056928034,0.0,0.23529411764705882,0.4117647058823529,0.35294117647058826,264
PhD,Married,53378.0,41,10,8,0,52,2,793,29,0.19167717528373265,0.007566204287515763,0.01008827238335435,0.007566204287515763,0.1664564943253468,0.3448275862068966,0.3103448275862069,0.13793103448275862,0.20689655172413793,643
Graduation,Together,19656.0,94,3,7,0,45,1,84,9,0.10714285714285714,0.047619047619047616,0.07142857142857142,0.09523809523809523,0.38095238095238093,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,506
PhD,Married,45579.0,10,1,6,0,67,1,183,10,0.18032786885245902,0.00546448087431694,0.01092896174863388,0.00546448087431694,0.00546448087431694,0.1,0.4,0.1,0.4,313
2n Cycle,Single,85485.0,73,1,2,0,57,0,1383,19,0.4417932031814895,0.018799710773680405,0.03181489515545915,0.013015184381778741,0.039045553145336226,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,8
Graduation,Married,55956.0,22,2,4,0,71,0,999,16,0.1041041041041041,0.03803803803803804,0.05005005005005005,0.009009009009009009,0.03803803803803804,0.125,0.4375,0.1875,0.25,83
Master,Single,64191.0,30,3,3,0,52,1,825,24,0.22545454545454546,0.01818181818181818,0.18303030303030304,0.04606060606060606,0.01818181818181818,0.125,0.20833333333333334,0.125,0.5416666666666666,523
Graduation,Single,38808.0,21,4,8,0,43,1,246,14,0.21138211382113822,0.06910569105691057,0.012195121951219513,0.07723577235772358,0.12195121951219512,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.2857142857142857,672
Master,Married,57183.0,51,8,8,0,49,2,610,25,0.10491803278688525,0.00819672131147541,0.011475409836065573,0.0,0.11475409836065574,0.32,0.36,0.04,0.28,467
Master,Divorced,23748.0,97,3,8,0,47,1,76,9,0.3815789473684211,0.07894736842105263,0.15789473684210525,0.19736842105263158,0.10526315789473684,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,585
Graduation,Married,66303.0,56,4,8,0,44,1,1286,22,0.07465007776049767,0.00933125972006221,0.012441679626749611,0.00933125972006221,0.04665629860031104,0.18181818181818182,0.13636363636363635,0.18181818181818182,0.5,488
Master,Married,37368.0,4,1,6,0,40,1,30,4,0.36666666666666664,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.25,0.25,0.0,0.5,195
Graduation,Married,40800.0,77,2,7,1,51,3,99,8,0.2727272727272727,0.0,0.08080808080808081,0.30303030303030304,0.10101010101010101,0.25,0.375,0.0,0.375,544
Graduation,Divorced,71847.0,95,0,3,0,37,0,1192,22,0.08892617449664429,0.01761744966442953,0.04614093959731544,0.05285234899328859,0.1761744966442953,0.0,0.2727272727272727,0.3181818181818182,0.4090909090909091,646
Graduation,Married,46149.0,36,5,5,0,40,1,362,18,0.19613259668508287,0.016574585635359115,0.011049723756906077,0.0,0.07458563535911603,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.3888888888888889,212
Graduation,Together,78687.0,13,1,2,0,32,0,2130,19,0.32253521126760565,0.08685446009389672,0.06807511737089202,0.025821596244131457,0.11314553990610329,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.42105263157894735,689
2n Cycle,Divorced,49118.0,90,2,7,0,44,0,1229,28,0.19446704637917006,0.043938161106590726,0.080553295362083,0.07973962571196094,0.096826688364524,0.07142857142857142,0.32142857142857145,0.25,0.35714285714285715,680
PhD,Married,37633.0,49,2,9,0,58,2,38,6,0.5263157894736842,0.10526315789473684,0.0,0.0,0.02631578947368421,0.3333333333333333,0.16666666666666666,0.0,0.5,647
Master,Together,39767.0,18,2,8,0,64,0,485,17,0.42061855670103093,0.12577319587628866,0.07010309278350516,0.05360824742268041,0.09690721649484536,0.11764705882352941,0.4117647058823529,0.058823529411764705,0.4117647058823529,343
Basic,Married,26997.0,89,2,7,0,64,0,434,13,0.17972350230414746,0.052995391705069124,0.3064516129032258,0.11290322580645161,0.3317972350230415,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.38461538461538464,601
Graduation,Divorced,33986.0,43,1,7,0,45,1,44,5,0.4090909090909091,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.11363636363636363,0.2,0.2,0.0,0.6,472
PhD,Married,57091.0,82,2,7,0,43,1,496,18,0.04838709677419355,0.0,0.012096774193548387,0.0,0.008064516129032258,0.1111111111111111,0.5,0.1111111111111111,0.2777777777777778,583
2n Cycle,Married,46831.0,84,2,4,0,46,2,78,7,0.1282051282051282,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.4358974358974359,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,386
Master,Married,83151.0,80,1,2,0,43,0,2346,23,0.3589087809036658,0.06265984654731457,0.05839727195225917,0.017902813299232736,0.08951406649616368,0.043478260869565216,0.21739130434782608,0.30434782608695654,0.43478260869565216,504
Graduation,Married,52531.0,68,2,6,0,44,0,794,21,0.190176322418136,0.14105793450881612,0.06423173803526448,0.0906801007556675,0.1574307304785894,0.09523809523809523,0.3333333333333333,0.09523809523809523,0.47619047619047616,546
Graduation,Married,15759.0,12,1,7,0,59,0,17,4,0.29411764705882354,0.11764705882352941,0.35294117647058826,0.0,0.17647058823529413,0.25,0.25,0.0,0.5,297
Graduation,Single,22804.0,75,1,9,0,44,1,26,5,0.2692307692307692,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.2,0.4,0.0,0.4,333
2n Cycle,Married,43050.0,10,2,5,0,42,1,76,8,0.3157894736842105,0.06578947368421052,0.07894736842105263,0.039473684210526314,0.10526315789473684,0.25,0.25,0.0,0.5,103
PhD,Single,42997.0,91,1,7,0,38,2,15,4,0.3333333333333333,0.0,0.0,0.06666666666666667,0.3333333333333333,0.25,0.25,0.0,0.5,204
PhD,Single,48918.0,21,2,4,0,52,2,62,7,0.14516129032258066,0.0,0.0,0.0,0.016129032258064516,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,78
Master,Together,60033.0,28,2,2,0,61,1,198,10,0.2878787878787879,0.005050505050505051,0.09595959595959595,0.05555555555555555,0.24242424242424243,0.2,0.2,0.1,0.5,92
PhD,Together,34043.0,97,1,9,0,37,1,49,5,0.2857142857142857,0.04081632653061224,0.061224489795918366,0.0,0.20408163265306123,0.2,0.4,0.0,0.4,247
Graduation,Together,57811.0,49,5,5,0,49,1,802,25,0.14214463840399003,0.008728179551122194,0.046134663341645885,0.026184538653366583,0.09725685785536159,0.2,0.28,0.08,0.44,370
Graduation,Married,78569.0,14,1,1,0,69,0,1736,15,0.358294930875576,0.04550691244239631,0.11923963133640553,0.10080645161290322,0.054723502304147464,0.06666666666666667,0.26666666666666666,0.4,0.26666666666666666,130
